Source,Company Name,Website Link,"If in HubSpot, tagged as what sub industry?",Added to Hubspot? (Yes/No),Linkedin stated employee size,Linkedin actual employee size
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=53&pl_m=40,Brightpath Wealth Ltd,2plan.com,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=53&pl_m=40,O'Reilly Financial Solutions Ltd,intuitivefs.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=53&pl_m=40,Ian Cameron,iancameronfp.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=53&pl_m=40,Pense Limited,pense.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=53&pl_m=40,Gateway Investment Services Limited,gatewayinvest.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=53&pl_m=40,Aesir Wealth Ltd,aesirwealth.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=53&pl_m=40,Stuart Lacey and Associates Limited,,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=53&pl_m=40,Positive Advisers Limited,positiveadvisers.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=53&pl_m=40,Five Star Mortgages Limited,fivestarmortgages.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=53&pl_m=40,Martyn Collett,collettfp.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=53&pl_m=40,Beats Financial Planning Ltd,beatsfp.com,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=53&pl_m=40,MDM Wealth Ltd,mdmwealth.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=53&pl_m=40,Van der Meulen Associates Limited,vdmassociates.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=54&pl_m=40,Magma Wealth Management Limited,magma.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=54&pl_m=40,Sirius Financial Planning Limited,siriusfp.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=54&pl_m=40,V-Financial Ltd,v-financial.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=54&pl_m=40,Chatsworth Financial Management Limited,cfmuk.com,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=54&pl_m=40,Moss Mortgages Ltd,mossmortgages.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=54&pl_m=40,Mr Alan Tarver,tsprivatecapital.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=54&pl_m=40,Talk Mortgage Broker Ltd,,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=54&pl_m=40,Daniel Hyde Financial Services Ltd,danielhydefs.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=54&pl_m=40,ELWELL FINANCIAL PLANNING LTD,mandgwealth.com/elwellfinancialplanning,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=54&pl_m=40,Jordan Financial Management Ltd,jordanfm.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=54&pl_m=40,Julian Spencer,julianspencerwm.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=54&pl_m=40,Dean Wills,https:partnership.sjp.co.ukpartnerdeanwills,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=54&pl_m=40,Deborah Ibbotson,,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=54&pl_m=40,Key Financial Planning Ltd,key-fp.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=54&pl_m=40,Advice Wise Ltd,advicewise.com,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=55&pl_m=40,Masterplan Financial Ltd,masterplan-fs.com,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=55&pl_m=40,OPUS Independent Financial Planning Limited,opus-ifp.com,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=55&pl_m=40,Napier Private Wealth Limited,,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=55&pl_m=40,Hastings Financial Planning Limited,,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=55&pl_m=40,Robson Lister Limited,robsonlister.com,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=55&pl_m=40,Distinct Financial Management Ltd,distinctfinancial.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=55&pl_m=40,S&M Mortgages & Investments Ltd,sjpp.co.uk/stephenmarr,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=55&pl_m=40,Joseph John McKenna,clearfinance.net,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=55&pl_m=40,Tenet & You Limited,mypensionexpert.com,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=55&pl_m=40,My Pension Expert Limited,mypensionexpert.com,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=55&pl_m=40,Gary A Egan Financial Services Ltd,,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=55&pl_m=40,Mitchell Harper Limited,mitchellharper.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=55&pl_m=40,Face to Face Financial Solutions (Leeds) Ltd,facetofacefinancialsolutions.com,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=55&pl_m=40,Face to Face Retirement Solutions Ltd,facetofaceretirementsolutions.com,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=55&pl_m=40,Face to Face Mortgage Solutions Ltd,,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=56&pl_m=40,MCD Wealth Management Ltd,mcdwmltd.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=56&pl_m=40,Knight Parker Wealth Management LLP,knightparkerwealth.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=56&pl_m=40,Gemini Wealth Management Limited,gemini-wm.com,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=56&pl_m=40,Dobson & Hodge Limited,dobsonandhodge.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=56&pl_m=40,Victoria Blagden,partnership.sjp.co.uk/partner/victoriablagden,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=56&pl_m=40,Dean Young,thfp.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=56&pl_m=40,Coleshill Mortgage Services Limited,coleshillmortgages.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=56&pl_m=40,Independent Financial Advice Bureau,ifabureau.com,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=56&pl_m=40,Element Hinton Ltd,elementhintonltd.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=56&pl_m=40,Henwood Court Financial Planning Limited,henwoodcourt.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=56&pl_m=40,Oaklands Wealth Management Ltd,oaklandswealth.com,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=56&pl_m=40,J & P Financial Services Limited,jp-fs.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=56&pl_m=40,Ethical Adviser(UK) Ltd,ethicaladviser.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=56&pl_m=40,Supreme Financial Solutions Ltd,,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=56&pl_m=40,JL Mortgages Ltd,jl-mortgages.com,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=57&pl_m=40,Nick Tattersall Financial Planning Ltd,flyingcolourslife.com,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=57&pl_m=40,Daniel Anderton,,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=57&pl_m=40,Perry Appleton Financial Management Limited,perryappletons.com,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=57&pl_m=40,Jeremy George Lake Financial Services Ltd,theopenworkpartnership.com,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=57&pl_m=40,Centrad Limited,westmidlandsmortgagecentre.com,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=57&pl_m=40,Deven Yagnic Limited,dywealth.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=57&pl_m=40,Warwick Wealth Management Ltd,warwickwm.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=57&pl_m=40,GH Financial Consultancy Limited,,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=57&pl_m=40,Danum Financial Services Limited,danumfs.com,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=57&pl_m=40,Plan With Neil Ltd,,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=57&pl_m=40,Richard Marshall Wealth Management Ltd,richardmarshall.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=57&pl_m=40,First Call Financial Advice Limited,firstcallfinancialadvice.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=57&pl_m=40,Rob Jackson Financial Planning Ltd,2plan.com,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=57&pl_m=40,Discover Financial Ltd,discover-financial.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=57&pl_m=40,Primary Wealth Limited,primarywealth.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=58&pl_m=40,Gareth Whitehead,partnership.sjp.co.uk/partner/garethwhitehead,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=58&pl_m=40,Viking Financial Planning Ltd,mandgwealth.com/vikingfinancialplanning,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=58&pl_m=40,Liberty Partnership Limited,liberty-partnership.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=58&pl_m=40,Crystal Financial Planning Ltd,crystalfinancial.eu,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=58&pl_m=40,Mark Carroll,,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=58&pl_m=40,S Johnson Wealth Management LLP,riskandreturn.co.uk,,,,
https://financialadvisers.co.uk/financial-planning/nottingham/?pl_p=58&pl_m=40,Oakwood Financial Services 2015 Ltd,oakwood.uk.com,,,,
